primer_species,well_dir,ds_rate,tcrb_amp_factor,tcrg_amp_factor
J01,1_0500_0X_0p5X__JS033,25,1.03688,1.04625
J01,1_0500_0X_0p5X__JS041,25,1.00091,0.97816
J01,1_0500_0X_0p7X__WD313,25,1.11408,1.03874
J01,1_0500_0X_0p7X__WD321,25,1.01056,1.15938
J01,1_0500_0X_0p7X__WD329,25,0.97573,0.87639
J01,1_0500_1X_0p5X__JS026,25,1.0324,0.97893
J01,1_0500_1X_0p5X__JS034,25,1.06196,0.79928
J01,1_0500_1X_0p5X__JS042,25,1.02397,0.82345
J01,1_0500_1X_0p7X__WD314,25,1.08484,1.01224
J01,1_0500_1X_0p7X__WD322,25,0.97192,0.7735
J01,1_0500_1X_0p7X__WD330,25,1.11355,1.05907
J01,1_0500_2X_0p5X__JS027,25,1.03035,0.90615
J01,1_0500_2X_0p5X__JS035,25,1.01833,0.92294
J01,1_0500_2X_0p5X__JS043,25,1.1252,1.04628
J01,1_0500_2X_0p7X__WD315,25,0.98365,0.96673
J01,1_0500_2X_0p7X__WD323,25,1.09772,1.17218
J01,1_0500_2X_0p7X__WD331,25,0.9274,1.10874
J01,1_0500_3X_0p5X__JS028,25,1.06126,1.00541
J01,1_0500_3X_0p5X__JS036,25,0.96576,1.20332
J01,1_0500_3X_0p5X__JS044,25,0.95149,0.81361
J01,1_0500_3X_0p7X__WD316,25,0.94783,0.98228
J01,1_0500_3X_0p7X__WD324,25,1.02856,0.9143
J01,1_0500_3X_0p7X__WD332,25,1.01614,0.90685
J01,1_2000_0X_0p5X__JS001,25,1.0404,0.90418
J01,1_2000_0X_0p5X__JS009,25,1.01422,0.89569
J01,1_2000_0X_0p5X__JS017,25,1.01137,0.87398
J01,1_2000_0X_0p7X__WD289,25,1.07166,0.83416
J01,1_2000_0X_0p7X__WD297,25,1.08513,0.96116
J01,1_2000_0X_0p7X__WD305,25,1.01331,1.09606
J01,1_2000_1X_0p5X__JS002,25,1.02987,0.95813
J01,1_2000_1X_0p5X__JS010,25,0.99149,0.9956
J01,1_2000_1X_0p5X__JS018,25,1.04757,0.82758
J01,1_2000_1X_0p7X__WD290,25,0.99519,1.02526
J01,1_2000_1X_0p7X__WD298,25,1.01318,1.23691
J01,1_2000_1X_0p7X__WD306,25,0.98029,0.89561
J01,1_2000_2X_0p5X__JS003,25,1.01455,0.81336
J01,1_2000_2X_0p5X__JS011,25,1.0767,0.92536
J01,1_2000_2X_0p5X__JS019,25,0.96831,0.88572
J01,1_2000_2X_0p7X__WD291,25,1.04301,1.00517
J01,1_2000_2X_0p7X__WD299,25,0.95696,0.99159
J01,1_2000_2X_0p7X__WD307,25,0.99223,0.99525
J01,1_2000_3X_0p5X__JS004,25,1.09332,0.84816
J01,1_2000_3X_0p5X__JS012,25,1.02384,1.16338
J01,1_2000_3X_0p5X__JS020,25,1.00976,1.07814
J01,1_2000_3X_0p7X__WD292,25,1.01485,1.3419
J01,1_2000_3X_0p7X__WD300,25,1.00362,1.09448
J01,1_2000_3X_0p7X__WD308,25,1.02999,0.8861
J01-01,1_0063_0X_0p5X__JS029,25,0.86406,0.88265
J01-01,1_0063_0X_0p5X__JS037,25,0.95384,0.93697
J01-01,1_0063_0X_0p5X__JS045,25,0.98297,0.91015
J01-01,1_0063_0X_0p7X__WD317,25,1.16234,1.01966
J01-01,1_0063_0X_0p7X__WD325,25,1.09645,1.05225
J01-01,1_0063_0X_0p7X__WD333,25,0.88751,0.92703
J01-01,1_0063_1X_0p5X__JS030,25,0.84533,1.14552
J01-01,1_0063_1X_0p5X__JS038,25,1.13298,1.08109
J01-01,1_0063_1X_0p5X__JS046,25,0.98974,0.88676
J01-01,1_0063_1X_0p7X__WD318,25,1.07176,1.1094
J01-01,1_0063_1X_0p7X__WD326,25,0.85297,0.78509
J01-01,1_0063_1X_0p7X__WD334,25,1.07085,0.90971
J01-01,1_0063_2X_0p5X__JS031,25,0.96894,0.93482
J01-01,1_0063_2X_0p5X__JS039,25,1.06914,0.9752
J01-01,1_0063_2X_0p5X__JS047,25,1.03018,1.08724
J01-01,1_0063_2X_0p7X__WD319,25,0.73778,1.07507
J01-01,1_0063_2X_0p7X__WD327,25,0.99756,1.03963
J01-01,1_0063_2X_0p7X__WD335,25,1.14535,1.10507
J01-01,1_0063_3X_0p5X__JS032,25,0.86464,1.16098
J01-01,1_0063_3X_0p5X__JS040,25,1.15939,0.91485
J01-01,1_0063_3X_0p5X__JS048,25,1.03049,0.88565
J01-01,1_0063_3X_0p7X__WD320,25,0.89189,1.00287
J01-01,1_0063_3X_0p7X__WD328,25,0.99771,1.24798
J01-01,1_0063_3X_0p7X__WD336,25,0.8267,1.07583
J01-01,1_0125_0X_0p5X__JS005,25,0.98436,1.24655
J01-01,1_0125_0X_0p5X__JS013,25,1.08657,0.89432
J01-01,1_0125_0X_0p5X__JS021,25,0.94272,0.95504
J01-01,1_0125_0X_0p7X__WD293,25,0.77951,0.95718
J01-01,1_0125_0X_0p7X__WD301,25,1.77907,1.03046
J01-01,1_0125_0X_0p7X__WD309,25,1.07547,0.98721
J01-01,1_0125_1X_0p5X__JS006,25,0.97511,0.81998
J01-01,1_0125_1X_0p5X__JS014,25,0.9697,0.75333
J01-01,1_0125_1X_0p5X__JS022,25,0.99295,0.99245
J01-01,1_0125_1X_0p7X__WD294,25,0.76782,0.8046
J01-01,1_0125_1X_0p7X__WD302,25,0.94763,1.01522
J01-01,1_0125_1X_0p7X__WD310,25,0.85791,1.03141
J01-01,1_0125_2X_0p5X__JS007,25,0.92428,0.94028
J01-01,1_0125_2X_0p5X__JS015,25,1.11493,0.83639
J01-01,1_0125_2X_0p5X__JS023,25,1.30785,0.93714
J01-01,1_0125_2X_0p7X__WD295,25,1.5625,0.84195
J01-01,1_0125_2X_0p7X__WD303,25,1.00086,1.05114
J01-01,1_0125_2X_0p7X__WD311,25,1.03405,1.20639
J01-01,1_0125_3X_0p5X__JS008,25,1.22283,1.07335
J01-01,1_0125_3X_0p5X__JS016,25,0.93854,0.87886
J01-01,1_0125_3X_0p5X__JS024,25,0.88552,0.91185
J01-01,1_0125_3X_0p7X__WD296,25,0.82888,0.97782
J01-01,1_0125_3X_0p7X__WD304,25,0.98129,0.87815
J01-01,1_0125_3X_0p7X__WD312,25,1.28957,1.12412
J01-01,1_0250_0X_0p5X__JS049,25,1.02631,1.08093
J01-01,1_0250_0X_0p5X__JS057,25,1.18871,0.92215
J01-01,1_0250_0X_0p5X__JS065,25,0.98653,0.89017
J01-01,1_0250_0X_0p7X__WD337,25,1.07469,1.00454
J01-01,1_0250_0X_0p7X__WD345,25,1.31244,1.19618
J01-01,1_0250_0X_0p7X__WD353,25,0.75748,1.06163
J01-01,1_0250_1X_0p5X__JS050,25,0.9815,0.88056
J01-01,1_0250_1X_0p5X__JS058,25,0.96127,1.00259
J01-01,1_0250_1X_0p5X__JS066,25,1.11702,1.1883
J01-01,1_0250_1X_0p7X__WD338,25,0.87742,1.06296
J01-01,1_0250_1X_0p7X__WD346,25,0.99753,1.08
J01-01,1_0250_1X_0p7X__WD354,25,0.98629,1.08283
J01-01,1_0250_2X_0p5X__JS051,25,1.10902,0.95749
J01-01,1_0250_2X_0p5X__JS059,25,0.90829,0.88949
J01-01,1_0250_2X_0p5X__JS067,25,0.97176,1.03769
J01-01,1_0250_2X_0p7X__WD339,25,1.06393,0.91092
J01-01,1_0250_2X_0p7X__WD347,25,1.00779,1.12041
J01-01,1_0250_2X_0p7X__WD355,25,1.08897,0.9593
J01-01,1_0250_3X_0p5X__JS052,25,0.79759,0.85623
J01-01,1_0250_3X_0p5X__JS060,25,0.93772,0.93872
J01-01,1_0250_3X_0p5X__JS068,25,0.93911,0.86131
J01-01,1_0250_3X_0p7X__WD340,25,1.22642,0.83309
J01-01,1_0250_3X_0p7X__WD348,25,0.96327,0.95479
J01-01,1_0250_3X_0p7X__WD356,25,1.20229,1.10808
J01-01,1_0500_0X_0p5X__JS025,25,1.02894,0.78774
J01-01,1_0500_0X_0p5X__JS033,25,1.04845,1.04625
J01-01,1_0500_0X_0p5X__JS041,25,1.09096,0.97816
J01-01,1_0500_0X_0p7X__WD313,25,0.77766,1.03874
J01-01,1_0500_0X_0p7X__WD321,25,0.78507,1.15938
J01-01,1_0500_0X_0p7X__WD329,25,0.81253,0.87639
J01-01,1_0500_1X_0p5X__JS026,25,0.87497,0.97893
J01-01,1_0500_1X_0p5X__JS034,25,0.97897,0.79928
J01-01,1_0500_1X_0p5X__JS042,25,1.20458,0.82345
J01-01,1_0500_1X_0p7X__WD314,25,0.86092,1.01224
J01-01,1_0500_1X_0p7X__WD322,25,0.7874,0.7735
J01-01,1_0500_1X_0p7X__WD330,25,1.03686,1.05907
J01-01,1_0500_2X_0p5X__JS027,25,0.88018,0.90615
J01-01,1_0500_2X_0p5X__JS035,25,0.92535,0.92294
J01-01,1_0500_2X_0p5X__JS043,25,1.00131,1.04628
J01-01,1_0500_2X_0p7X__WD315,25,0.95083,0.96673
J01-01,1_0500_2X_0p7X__WD323,25,1.09205,1.17218
J01-01,1_0500_2X_0p7X__WD331,25,0.85396,1.10874
J01-01,1_0500_3X_0p5X__JS028,25,0.8805,1.00541
J01-01,1_0500_3X_0p5X__JS036,25,0.98562,1.20332
J01-01,1_0500_3X_0p5X__JS044,25,1.03977,0.81361
J01-01,1_0500_3X_0p7X__WD316,25,0.93768,0.98228
J01-01,1_0500_3X_0p7X__WD324,25,0.95247,0.9143
J01-01,1_0500_3X_0p7X__WD332,25,0.86046,0.90685
J01-01,1_2000_0X_0p5X__JS001,25,1.03783,0.90418
J01-01,1_2000_0X_0p5X__JS009,25,1.16244,0.89569
J01-01,1_2000_0X_0p5X__JS017,25,0.74588,0.87398
J01-01,1_2000_0X_0p7X__WD289,25,1.21481,0.83416
J01-01,1_2000_0X_0p7X__WD297,25,0.90866,0.96116
J01-01,1_2000_0X_0p7X__WD305,25,1.33112,1.09606
J01-01,1_2000_1X_0p5X__JS002,25,0.87791,0.95813
J01-01,1_2000_1X_0p5X__JS010,25,0.95244,0.9956
J01-01,1_2000_1X_0p5X__JS018,25,1.14177,0.82758
J01-01,1_2000_1X_0p7X__WD290,25,0.97639,1.02526
J01-01,1_2000_1X_0p7X__WD298,25,1.00502,1.23691
J01-01,1_2000_1X_0p7X__WD306,25,0.92013,0.89561
J01-01,1_2000_2X_0p5X__JS003,25,0.88666,0.81336
J01-01,1_2000_2X_0p5X__JS011,25,1.16185,0.92536
J01-01,1_2000_2X_0p5X__JS019,25,0.92311,0.88572
J01-01,1_2000_2X_0p7X__WD291,25,1.29843,1.00517
J01-01,1_2000_2X_0p7X__WD299,25,0.85332,0.99159
J01-01,1_2000_2X_0p7X__WD307,25,0.90871,0.99525
J01-01,1_2000_3X_0p5X__JS004,25,1.19266,0.84816
J01-01,1_2000_3X_0p5X__JS012,25,1.11389,1.16338
J01-01,1_2000_3X_0p5X__JS020,25,1.15682,1.07814
J01-01,1_2000_3X_0p7X__WD292,25,1.13638,1.3419
J01-01,1_2000_3X_0p7X__WD300,25,0.98227,1.09448
J01-01,1_2000_3X_0p7X__WD308,25,1.07227,0.8861
J02,1_0063_0X_0p5X__JS029,25,1.02217,1.03335
J02,1_0063_0X_0p5X__JS037,25,0.98703,0.81833
J02,1_0063_0X_0p5X__JS045,25,0.99307,1.09508
J02,1_0063_0X_0p7X__WD317,25,1.02401,1.07752
J02,1_0063_0X_0p7X__WD325,25,1.06456,0.78963
J02,1_0063_0X_0p7X__WD333,25,1.18886,0.8694
J02,1_0063_1X_0p5X__JS030,25,1.12767,1.04636
J02,1_0063_1X_0p5X__JS038,25,1.0529,0.92195
J02,1_0063_1X_0p5X__JS046,25,1.07794,1.74217
J02,1_0063_1X_0p7X__WD318,25,0.94798,0.80626
J02,1_0063_1X_0p7X__WD326,25,1.04134,1.30725
J02,1_0063_1X_0p7X__WD334,25,1.07389,0.93221
J02,1_0063_2X_0p5X__JS031,25,1.02945,0.96774
J02,1_0063_2X_0p5X__JS039,25,1.10662,0.97752
J02,1_0063_2X_0p5X__JS047,25,1.02253,0.95612
J02,1_0063_2X_0p7X__WD319,25,1.06323,0.88643
J02,1_0063_2X_0p7X__WD327,25,1.06482,1.04034
J02,1_0063_2X_0p7X__WD335,25,1.04455,0.9143
J02,1_0063_3X_0p5X__JS032,25,1.11545,0.97093
J02,1_0063_3X_0p5X__JS040,25,1.00357,0.95175
J02,1_0063_3X_0p5X__JS048,25,0.98072,1.16887
J02,1_0063_3X_0p7X__WD320,25,1.04747,1.07537
J02,1_0063_3X_0p7X__WD328,25,1.08989,1.06696
J02,1_0063_3X_0p7X__WD336,25,1.0175,0.73278
J02,1_0125_0X_0p5X__JS005,25,1.04312,1.04194
J02,1_0125_0X_0p5X__JS013,25,1.06236,0.90448
J02,1_0125_0X_0p5X__JS021,25,0.95771,0.98943
J02,1_0125_0X_0p7X__WD293,25,1.00713,0.94331
J02,1_0125_0X_0p7X__WD301,25,1.07112,0.99072
J02,1_0125_0X_0p7X__WD309,25,1.1186,0.92897
J02,1_0125_1X_0p5X__JS006,25,1.02782,1.02254
J02,1_0125_1X_0p5X__JS014,25,1.08784,1.13946
J02,1_0125_1X_0p5X__JS022,25,1.01643,1.01262
J02,1_0125_1X_0p7X__WD294,25,1.05677,0.99509
J02,1_0125_1X_0p7X__WD302,25,1.05731,0.92344
J02,1_0125_1X_0p7X__WD310,25,1.01927,0.87701
J02,1_0125_2X_0p5X__JS007,25,1.0424,0.99641
J02,1_0125_2X_0p5X__JS015,25,1.07881,1.01261
J02,1_0125_2X_0p5X__JS023,25,1.0832,0.94294
J02,1_0125_2X_0p7X__WD295,25,1.10722,1.2458
J02,1_0125_2X_0p7X__WD303,25,1.12306,1.03634
J02,1_0125_2X_0p7X__WD311,25,1.03978,1.18666
J02,1_0125_3X_0p5X__JS008,25,1.01928,0.94709
J02,1_0125_3X_0p5X__JS016,25,0.97284,0.8493
J02,1_0125_3X_0p5X__JS024,25,0.99369,1.14
J02,1_0125_3X_0p7X__WD296,25,1.084,0.78947
J02,1_0125_3X_0p7X__WD304,25,1.08042,1.12095
J02,1_0125_3X_0p7X__WD312,25,0.98285,0.91917
J02,1_0250_0X_0p5X__JS049,25,1.01976,0.79535
J02,1_0250_0X_0p5X__JS057,25,0.96249,0.90477
J02,1_0250_0X_0p5X__JS065,25,1.06886,0.90828
J02,1_0250_0X_0p7X__WD337,25,0.99552,1.04696
J02,1_0250_0X_0p7X__WD345,25,1.00122,0.80572
J02,1_0250_0X_0p7X__WD353,25,1.11462,0.91468
J02,1_0250_1X_0p5X__JS050,25,1.06009,0.94731
J02,1_0250_1X_0p5X__JS058,25,1.01834,0.99184
J02,1_0250_1X_0p5X__JS066,25,1.0199,0.82702
J02,1_0250_1X_0p7X__WD338,25,1.04018,0.98787
J02,1_0250_1X_0p7X__WD346,25,1.05153,0.7875
J02,1_0250_1X_0p7X__WD354,25,1.01384,1.09161
J02,1_0250_2X_0p5X__JS051,25,0.93295,0.87853
J02,1_0250_2X_0p5X__JS059,25,1.04071,1.31465
J02,1_0250_2X_0p5X__JS067,25,1.12992,0.9946
J02,1_0250_2X_0p7X__WD339,25,1.09219,1.20668
J02,1_0250_2X_0p7X__WD347,25,1.05332,1.04374
J02,1_0250_2X_0p7X__WD355,25,1.04072,0.89593
J02,1_0250_3X_0p5X__JS052,25,1.08682,0.87696
J02,1_0250_3X_0p5X__JS060,25,1.05241,0.90761
J02,1_0250_3X_0p5X__JS068,25,1.07301,0.9485
J02,1_0250_3X_0p7X__WD340,25,0.99775,1.2086
J02,1_0250_3X_0p7X__WD348,25,1.0081,0.91295
J02,1_0250_3X_0p7X__WD356,25,0.9883,0.90899
J02,1_0500_0X_0p5X__JS025,25,1.00133,1.06364
J02,1_0500_0X_0p5X__JS033,25,1.00943,1.07606
J02,1_0500_0X_0p5X__JS041,25,1.05785,0.84405
J02,1_0500_0X_0p7X__WD313,25,1.00348,1.20213
J02,1_0500_0X_0p7X__WD321,25,1.03099,0.97819
J02,1_0500_0X_0p7X__WD329,25,1.06458,0.96514
J02,1_0500_1X_0p5X__JS026,25,1.05713,1.15921
J02,1_0500_1X_0p5X__JS034,25,1.08222,1.3819
J02,1_0500_1X_0p5X__JS042,25,1.0143,0.80638
J02,1_0500_1X_0p7X__WD314,25,0.98501,0.9628
J02,1_0500_1X_0p7X__WD322,25,1.06117,0.91194
J02,1_0500_1X_0p7X__WD330,25,0.9562,0.86227
J02,1_0500_2X_0p5X__JS027,25,0.99228,1.03155
J02,1_0500_2X_0p5X__JS035,25,1.08408,1.17006
J02,1_0500_2X_0p5X__JS043,25,0.94759,0.93694
J02,1_0500_2X_0p7X__WD315,25,1.11899,1.03994
J02,1_0500_2X_0p7X__WD323,25,0.96629,1.12937
J02,1_0500_2X_0p7X__WD331,25,1.10845,0.94814
J02,1_0500_3X_0p5X__JS028,25,1.02193,1.11527
J02,1_0500_3X_0p5X__JS036,25,1.15425,0.77188
J02,1_0500_3X_0p5X__JS044,25,1.09081,1.02932
J02,1_0500_3X_0p7X__WD316,25,1.12634,1.16505
J02,1_0500_3X_0p7X__WD324,25,1.0468,1.43855
J02,1_0500_3X_0p7X__WD332,25,1.10378,0.8724
J02,1_2000_0X_0p5X__JS001,25,1.00242,0.89486
J02,1_2000_0X_0p5X__JS009,25,1.03805,1.03145
J02,1_2000_0X_0p5X__JS017,25,1.04052,0.79224
J02,1_2000_0X_0p7X__WD289,25,1.10541,1.17871
J02,1_2000_0X_0p7X__WD297,25,0.99519,0.81795
J02,1_2000_0X_0p7X__WD305,25,1.04701,0.86777
J02,1_2000_1X_0p5X__JS002,25,1.00695,1.01958
J02,1_2000_1X_0p5X__JS010,25,1.05212,0.99742
J02,1_2000_1X_0p5X__JS018,25,0.98306,1.0895
J02,1_2000_1X_0p7X__WD290,25,1.04243,0.81872
J02,1_2000_1X_0p7X__WD298,25,1.02416,0.872
J02,1_2000_1X_0p7X__WD306,25,1.0859,1.14597
J02,1_2000_2X_0p5X__JS003,25,1.11257,1.03965
J02,1_2000_2X_0p5X__JS011,25,0.9792,0.85304
J02,1_2000_2X_0p5X__JS019,25,1.06414,0.95646
J02,1_2000_2X_0p7X__WD291,25,1.0123,0.91905
J02,1_2000_2X_0p7X__WD299,25,1.0888,0.86933
J02,1_2000_2X_0p7X__WD307,25,1.03733,0.92138
J02,1_2000_3X_0p5X__JS004,25,0.96543,1.01012
J02,1_2000_3X_0p5X__JS012,25,1.00844,0.89177
J02,1_2000_3X_0p5X__JS020,25,1.05668,1.01162
J02,1_2000_3X_0p7X__WD292,25,1.03831,1.03645
J02,1_2000_3X_0p7X__WD300,25,1.07405,0.8798
J02,1_2000_3X_0p7X__WD308,25,1.04016,1.14489
J02-01,1_0063_0X_0p5X__JS029,25,0.72986,1.03335
J02-01,1_0063_0X_0p5X__JS037,25,0.75771,0.81833
J02-01,1_0063_0X_0p5X__JS045,25,0.88579,1.09508
J02-01,1_0063_0X_0p7X__WD317,25,0.9503,1.07752
J02-01,1_0063_0X_0p7X__WD325,25,1.23355,0.78963
J02-01,1_0063_0X_0p7X__WD333,25,0.77967,0.8694
J02-01,1_0063_1X_0p5X__JS030,25,0.93044,1.04636
J02-01,1_0063_1X_0p5X__JS038,25,0.87275,0.92195
J02-01,1_0063_1X_0p5X__JS046,25,0.88027,1.74217
J02-01,1_0063_1X_0p7X__WD318,25,0.98088,0.80626
J02-01,1_0063_1X_0p7X__WD326,25,1.05851,1.30725
J02-01,1_0063_1X_0p7X__WD334,25,0.9524,0.93221
J02-01,1_0063_2X_0p5X__JS031,25,0.84502,0.96774
J02-01,1_0063_2X_0p5X__JS039,25,1.38601,0.97752
J02-01,1_0063_2X_0p5X__JS047,25,0.89483,0.95612
J02-01,1_0063_2X_0p7X__WD319,25,0.95107,0.88643
J02-01,1_0063_2X_0p7X__WD327,25,1.06347,1.04034
J02-01,1_0063_2X_0p7X__WD335,25,1.55088,0.9143
J02-01,1_0063_3X_0p5X__JS032,25,1.08489,0.97093
J02-01,1_0063_3X_0p5X__JS040,25,0.96506,0.95175
J02-01,1_0063_3X_0p5X__JS048,25,1.00492,1.16887
J02-01,1_0063_3X_0p7X__WD320,25,0.94175,1.07537
J02-01,1_0063_3X_0p7X__WD328,25,1.03298,1.06696
J02-01,1_0063_3X_0p7X__WD336,25,1.24719,0.73278
J02-01,1_0125_0X_0p5X__JS005,25,0.83659,1.04194
J02-01,1_0125_0X_0p5X__JS013,25,1.16152,0.90448
J02-01,1_0125_0X_0p5X__JS021,25,0.90119,0.98943
J02-01,1_0125_0X_0p7X__WD293,25,0.81602,0.94331
J02-01,1_0125_0X_0p7X__WD301,25,0.70602,0.99072
J02-01,1_0125_0X_0p7X__WD309,25,1.16593,0.92897
J02-01,1_0125_1X_0p5X__JS006,25,1.13066,1.02254
J02-01,1_0125_1X_0p5X__JS014,25,0.97839,1.13946
J02-01,1_0125_1X_0p5X__JS022,25,1.02894,1.01262
J02-01,1_0125_1X_0p7X__WD294,25,1.01474,0.99509
J02-01,1_0125_1X_0p7X__WD302,25,1.28321,0.92344
J02-01,1_0125_1X_0p7X__WD310,25,1.18915,0.87701
J02-01,1_0125_2X_0p5X__JS007,25,1.28968,0.99641
J02-01,1_0125_2X_0p5X__JS015,25,0.83707,1.01261
J02-01,1_0125_2X_0p5X__JS023,25,1.02216,0.94294
J02-01,1_0125_2X_0p7X__WD295,25,0.96017,1.2458
J02-01,1_0125_2X_0p7X__WD303,25,1.02925,1.03634
J02-01,1_0125_2X_0p7X__WD311,25,1.25491,1.18666
J02-01,1_0125_3X_0p5X__JS008,25,0.96209,0.94709
J02-01,1_0125_3X_0p5X__JS016,25,1.0478,0.8493
J02-01,1_0125_3X_0p5X__JS024,25,0.96918,1.14
J02-01,1_0125_3X_0p7X__WD296,25,1.2953,0.78947
J02-01,1_0125_3X_0p7X__WD304,25,0.88006,1.12095
J02-01,1_0125_3X_0p7X__WD312,25,1.19677,0.91917
J02-01,1_0250_0X_0p5X__JS049,25,1.08275,0.79535
J02-01,1_0250_0X_0p5X__JS057,25,0.84367,0.90477
J02-01,1_0250_0X_0p5X__JS065,25,0.96156,0.90828
J02-01,1_0250_0X_0p7X__WD337,25,0.92568,1.04696
J02-01,1_0250_0X_0p7X__WD345,25,0.99349,0.80572
J02-01,1_0250_0X_0p7X__WD353,25,0.97542,0.91468
J02-01,1_0250_1X_0p5X__JS050,25,1.1312,0.94731
J02-01,1_0250_1X_0p5X__JS058,25,1.09677,0.99184
J02-01,1_0250_1X_0p5X__JS066,25,1.07155,0.82702
J02-01,1_0250_1X_0p7X__WD338,25,1.2652,0.98787
J02-01,1_0250_1X_0p7X__WD346,25,0.75613,0.7875
J02-01,1_0250_1X_0p7X__WD354,25,1.10289,1.09161
J02-01,1_0250_2X_0p5X__JS051,25,0.98417,0.87853
J02-01,1_0250_2X_0p5X__JS059,25,0.83957,1.31465
J02-01,1_0250_2X_0p5X__JS067,25,1.46986,0.9946
J02-01,1_0250_2X_0p7X__WD339,25,1.20009,1.20668
J02-01,1_0250_2X_0p7X__WD347,25,1.13066,1.04374
J02-01,1_0250_2X_0p7X__WD355,25,1.08157,0.89593
J02-01,1_0250_3X_0p5X__JS052,25,1.18504,0.87696
J02-01,1_0250_3X_0p5X__JS060,25,0.81899,0.90761
J02-01,1_0250_3X_0p5X__JS068,25,1.00669,0.9485
J02-01,1_0250_3X_0p7X__WD340,25,0.98417,1.2086
J02-01,1_0250_3X_0p7X__WD348,25,1.01827,0.91295
J02-01,1_0250_3X_0p7X__WD356,25,0.93148,0.90899
J02-01,1_0500_0X_0p5X__JS025,25,1.05231,1.06364
J02-01,1_0500_0X_0p5X__JS033,25,1.02427,1.07606
J02-01,1_0500_0X_0p5X__JS041,25,1.02946,0.84405
J02-01,1_0500_0X_0p7X__WD313,25,1.07341,1.20213
J02-01,1_0500_0X_0p7X__WD321,25,0.98988,0.97819
J02-01,1_0500_0X_0p7X__WD329,25,1.01702,0.96514
J02-01,1_0500_1X_0p5X__JS026,25,1.26575,1.15921
J02-01,1_0500_1X_0p5X__JS034,25,0.88796,1.3819
J02-01,1_0500_1X_0p5X__JS042,25,1.11812,0.80638
J02-01,1_0500_1X_0p7X__WD314,25,0.86314,0.9628
J02-01,1_0500_1X_0p7X__WD322,25,0.97242,0.91194
J02-01,1_0500_1X_0p7X__WD330,25,1.17162,0.86227
J02-01,1_0500_2X_0p5X__JS027,25,0.90848,1.03155
J02-01,1_0500_2X_0p5X__JS035,25,1.43263,1.17006
J02-01,1_0500_2X_0p5X__JS043,25,1.07729,0.93694
J02-01,1_0500_2X_0p7X__WD315,25,1.04476,1.03994
J02-01,1_0500_2X_0p7X__WD323,25,0.7657,1.12937
J02-01,1_0500_2X_0p7X__WD331,25,0.87563,0.94814
J02-01,1_0500_3X_0p5X__JS028,25,0.99595,1.11527
J02-01,1_0500_3X_0p5X__JS036,25,1.06022,0.77188
J02-01,1_0500_3X_0p5X__JS044,25,0.9737,1.02932
J02-01,1_0500_3X_0p7X__WD316,25,1.07761,1.16505
J02-01,1_0500_3X_0p7X__WD324,25,0.97587,1.43855
J02-01,1_0500_3X_0p7X__WD332,25,1.57509,0.8724
J02-01,1_2000_0X_0p5X__JS001,25,1.15424,0.89486
J02-01,1_2000_0X_0p5X__JS009,25,1.01295,1.03145
J02-01,1_2000_0X_0p5X__JS017,25,1.06388,0.79224
J02-01,1_2000_0X_0p7X__WD289,25,0.9536,1.17871
J02-01,1_2000_0X_0p7X__WD297,25,1.42175,0.81795
J02-01,1_2000_0X_0p7X__WD305,25,0.98946,0.86777
J02-01,1_2000_1X_0p5X__JS002,25,0.85535,1.01958
J02-01,1_2000_1X_0p5X__JS010,25,0.79936,0.99742
J02-01,1_2000_1X_0p5X__JS018,25,1.02255,1.0895
J02-01,1_2000_1X_0p7X__WD290,25,0.77425,0.81872
J02-01,1_2000_1X_0p7X__WD298,25,0.77445,0.872
J02-01,1_2000_1X_0p7X__WD306,25,1.06279,1.14597
J02-01,1_2000_2X_0p5X__JS003,25,1.17639,1.03965
J02-01,1_2000_2X_0p5X__JS011,25,0.93258,0.85304
J02-01,1_2000_2X_0p5X__JS019,25,1.25539,0.95646
J02-01,1_2000_2X_0p7X__WD291,25,0.96329,0.91905
J02-01,1_2000_2X_0p7X__WD299,25,1.10934,0.86933
J02-01,1_2000_2X_0p7X__WD307,25,1.01249,0.92138
J02-01,1_2000_3X_0p5X__JS004,25,0.89594,1.01012
J02-01,1_2000_3X_0p5X__JS012,25,1.17988,0.89177
J02-01,1_2000_3X_0p5X__JS020,25,1.12854,1.01162
J02-01,1_2000_3X_0p7X__WD292,25,0.87923,1.03645
J02-01,1_2000_3X_0p7X__WD300,25,1.31166,0.8798
J02-01,1_2000_3X_0p7X__WD308,25,1.16501,1.14489
V01,1_0063_0X_0p5X__JS029,25,0.91103,0.94501
V01,1_0063_0X_0p5X__JS037,25,0.76379,0.94814
V01,1_0063_0X_0p5X__JS045,25,0.83227,0.98112
V01,1_0063_0X_0p7X__WD317,25,0.63765,1.00587
V01,1_0063_0X_0p7X__WD325,25,1.02771,1.12392
V01,1_0063_0X_0p7X__WD333,25,1.2235,0.93121
V01,1_0063_1X_0p5X__JS030,25,0.60294,1.00334
V01,1_0063_1X_0p5X__JS038,25,0.71268,1.09165
V01,1_0063_1X_0p5X__JS046,25,0.87695,1.00083
V01,1_0063_1X_0p7X__WD318,25,0.83504,1.19124
V01,1_0063_1X_0p7X__WD326,25,0.83953,1.05192
V01,1_0063_1X_0p7X__WD334,25,0.78598,1.00885
V01,1_0063_2X_0p5X__JS031,25,0.96607,0.84832
V01,1_0063_2X_0p5X__JS039,25,1.11124,1.0126
